title,gen_sg,gen_pl
основа,осно́вы,осно́в
основание,основа́ния,основа́ний
основатель,основа́теля,основа́телей
основательность,основа́тельности,основа́тельностей
основоположник,основополо́жника,основополо́жников
особа,осо́бы,осо́б
особенность,осо́бенности,осо́бенностей
особняк,особняка́,особняко́в
особнячок,особнячка́,особнячко́в
особь,о́соби,о́собей
осовременивание,осовреме́нивания,осовреме́ниваний
осознание,осозна́ния,осозна́ний
осока,осо́ки,осо́к
осот,осо́та,осо́тов
оспа,о́спы,о́сп
оспаривание,оспа́ривания,оспа́риваний
оссуарий,оссуа́рия,оссуа́риев
ост,о́ста,о́стов
оставление,оставле́ния,оставле́ний
остальное,остально́го,остальны́х
